Data;Czas;Ćwiczenie;Seria;Waga;Powt.;Uwaga;
26.01.20;15:51:29;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;3;120;10;
26.01.20;15:53:35;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;4;120;9;
26.01.20;15:56:53;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;5;120;8;
26.01.20;15:58:52;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;6;120;5;
26.01.20;16:00:37;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;7;120;4;
26.01.20;16:03:08;Uginanie nóg na maszynie (stojąc);1;10;5;
26.01.20;16:04:38;Uginanie nóg na maszynie (stojąc);2;20;7;
26.01.20;16:06:47;Uginanie nóg na maszynie (stojąc);3;20;8;
26.01.20;16:09:56;Uginanie nóg na maszynie (stojąc);4;20;7;
26.01.20;16:11:57;Uginanie nóg na maszynie (stojąc);5;20;7;
26.01.20;16:13:39;Uginanie nóg na maszynie (stojąc);6;20;7;
26.01.20;16:15:08;Wspięcia na palce na maszynie (stojąc);1;50;15;
26.01.20;16:17:06;Wspięcia na palce na maszynie (stojąc);2;50;15;
26.01.20;16:18:31;Wspięcia na palce na maszynie (stojąc);3;50;15;
26.01.20;16:19:37;Wspięcia na palce na maszynie (stojąc);4;50;15;
26.01.20;16:21:50;Wspięcia na palce na maszynie (stojąc);5;50;15;
26.01.20;16:24:46;Wykroki ze sztangą;1;15;14;
26.01.20;16:27:15;Wykroki ze sztangą;2;15;14;
26.01.20;16:29:31;Wykroki ze sztangą;3;15;14;
26.01.20;16:32:01;Wykroki ze sztangą;4;15;14;
26.01.20;16:36:14;Wykroki ze sztangą;5;15;14;
26.01.20;16:40:04;Wykroki ze sztangą;6;15;14;
31.01.20;21:07:07;Wyciskanie sztangi na ławce poziomej;1;50;5;
31.01.20;21:07:35;Wyciskanie sztangi na ławce poziomej;2;60;5;
31.01.20;21:09:24;Wyciskanie sztangi na ławce poziomej;3;65;7;
31.01.20;21:12:07;Wyciskanie sztangi na ławce poziomej;4;65;7;
31.01.20;21:15:29;Wyciskanie sztangi na ławce poziomej;5;65;7;
31.01.20;21:18:40;Wyciskanie sztangi na ławce poziomej;6;65;7;
31.01.20;21:23:18;Wyciskanie sztangi na ławce poziomej;7;65;7;
31.01.20;21:27:08;Wyciskanie sztangi na ławce poziomej;8;65;5;
31.01.20;21:28:31;Wyciskanie sztangi na ławce poziomej;9;65;4;
31.01.20;21:31:03;Podciąganie nachwytem (średni rozstaw rąk);1;76;7;
31.01.20;21:34:49;Podciąganie nachwytem (średni rozstaw rąk);2;76;6;
31.01.20;21:37:54;Podciąganie nachwytem (średni rozstaw rąk);3;76;4;
31.01.20;21:39:34;Podciąganie nachwytem (średni rozstaw rąk);4;76;4;
31.01.20;21:41:52;Podciąganie nachwytem (średni rozstaw rąk);5;76;4;
31.01.20;21:44:53;Podciąganie nachwytem (średni rozstaw rąk);6;76;3;
31.01.20;21:47:23;Unoszenie ramion bokiem ze sztangielkami (siedząc);1;16;10;
31.01.20;21:50:22;Unoszenie ramion bokiem ze sztangielkami (siedząc);2;16;10;
